id,carat,cut,color,clarity,depth,table,x,y,z,price
19067,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,9.7
19068,0.72,Ideal,F,SI1,61.7,55.0,5.74,5.77,3.55,7.812
19069,0.31,Premium,H,VS1,59.7,58.0,4.43,4.41,2.64,6.548
19070,0.51,Very Good,D,SI1,63.5,56.0,5.08,5.06,3.22,7.361
19071,0.31,Ideal,E,VS2,61.7,57.0,4.35,4.37,2.69,6.441
19072,0.41,Premium,G,VS2,59.8,58.0,4.84,4.8,2.88,6.967
19073,1.6,Ideal,G,IF,59.8,54.0,7.75,7.63,4.6,9.714
19074,1.0,Good,H,SI2,63.9,55.0,6.25,6.33,4.02,8.263
19075,0.94,Very Good,G,VS2,62.9,58.6,6.1,6.25,3.89,8.409
19076,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,8.804
19077,1.5,Very Good,E,SI2,63.1,57.0,7.32,7.27,4.6,9.085
19078,0.58,Ideal,I,SI1,61.4,55.0,5.37,5.42,3.31,7.084
19079,0.71,Ideal,I,VS2,62.2,55.0,5.71,5.73,3.56,7.894
19080,1.01,Very Good,E,VS1,62.6,57.0,6.28,6.37,3.96,8.896
19081,1.02,Ideal,G,VVS2,61.1,57.0,6.48,6.51,3.97,8.974
19082,1.24,Premium,E,SI2,60.5,62.0,6.97,6.89,4.19,8.448
19083,0.7,Premium,F,SI2,59.5,58.0,5.82,5.72,3.44,7.712
19084,2.1,Fair,G,I1,64.6,58.0,8.05,8.01,5.19,8.794
19085,1.58,Ideal,I,SI1,62.3,55.0,7.42,7.49,4.64,9.155
19086,1.6,Ideal,F,SI2,61.7,56.0,7.53,7.5,4.64,9.274
19087,0.7,Ideal,F,VS1,62.4,56.0,5.69,5.65,3.54,7.963
19088,0.3,Very Good,D,SI2,62.9,58.0,4.26,4.29,2.69,6.103
19089,0.38,Premium,I,VS2,62.4,56.0,4.65,4.58,2.88,6.525
19090,0.61,Premium,I,VS2,58.8,58.0,5.59,5.53,3.27,7.176
19091,1.26,Ideal,H,VS1,61.5,59.0,6.94,6.91,4.26,8.968
19092,0.7,Ideal,G,SI1,62.7,57.0,5.69,5.64,3.55,7.763
19093,0.35,Ideal,E,VS2,63.5,54.0,4.48,4.43,2.83,6.582
19094,1.03,Good,J,VS1,60.1,62.4,6.43,6.49,3.88,8.43
19095,1.01,Premium,E,SI2,62.8,57.0,6.41,6.36,4.01,8.307
19096,0.31,Ideal,G,VVS1,61.0,56.0,4.36,4.4,2.67,6.671
19097,0.5,Premium,H,VS2,60.9,59.0,5.14,5.11,3.12,7.194
19098,0.32,Ideal,G,VS2,62.0,57.0,4.41,4.39,2.73,6.579
19099,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,7.703
19100,0.32,Premium,E,VS2,60.5,58.0,4.48,4.44,2.7,6.802
19101,0.35,Ideal,F,SI1,62.4,55.0,4.52,4.55,2.83,6.368
19102,2.01,Ideal,H,SI2,62.8,57.0,8.04,7.95,5.02,9.572
19103,0.35,Good,D,SI1,57.7,60.0,4.69,4.64,2.69,6.605
19104,0.77,Very Good,G,SI1,63.2,57.0,5.86,5.76,3.67,7.858
19105,1.22,Premium,G,VS2,60.9,57.0,6.94,6.89,4.21,8.996
19106,0.32,Ideal,E,SI1,61.8,55.0,4.42,4.45,2.74,6.33
19107,0.56,Ideal,F,VVS2,61.3,57.0,5.31,5.35,3.26,7.845
19108,0.61,Ideal,G,VS1,62.4,55.0,5.39,5.44,3.38,7.686
19109,0.27,Very Good,G,VS1,58.8,57.0,4.25,4.36,2.53,5.989
19110,0.92,Very Good,D,SI2,60.2,61.0,6.27,6.32,3.79,8.025
19111,1.06,Ideal,G,VVS1,61.6,57.0,6.53,6.55,4.03,9.046
19112,1.0,Very Good,F,SI1,63.3,58.0,6.28,6.39,4.01,8.618
19113,0.41,Ideal,F,VS2,62.1,56.0,4.74,4.79,2.96,6.76
19114,0.4,Ideal,F,VVS2,62.4,57.0,4.73,4.69,2.94,7.059
19115,1.03,Premium,H,SI2,62.1,59.0,6.47,6.42,4.0,8.304
19116,0.71,Fair,G,VS2,57.0,66.0,5.83,5.81,3.32,7.872
19117,1.5,Good,I,SI2,65.0,55.0,7.15,7.24,4.68,8.758
19118,0.71,Very Good,H,VS1,62.1,55.0,5.71,5.72,3.55,7.851
19119,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,7.514
19120,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,8.536
19121,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,6.594
19122,1.23,Ideal,G,VS1,62.0,56.0,6.92,6.86,4.27,9.108
19123,2.2,Premium,H,SI2,61.5,58.0,8.44,8.38,5.18,9.453
19124,0.31,Ideal,F,SI1,60.5,57.0,4.4,4.43,2.67,6.246
19125,0.41,Premium,F,VVS1,61.8,59.0,4.74,4.77,2.94,7.166
19126,2.01,Very Good,H,SI1,59.1,58.0,8.29,8.36,4.92,9.806
19127,0.43,Ideal,H,VS1,61.2,56.0,4.87,4.9,2.99,6.745
19128,1.13,Very Good,H,SI1,63.3,56.0,6.65,6.62,4.2,8.453
19129,0.78,Very Good,F,VS1,61.7,55.0,5.89,5.94,3.65,8.228
19130,0.75,Ideal,I,VS1,61.9,54.1,5.82,5.85,3.61,7.849
19131,1.01,Good,I,SI2,62.6,59.0,6.24,6.35,3.94,8.131
19132,0.39,Ideal,F,SI1,61.8,55.0,4.7,4.72,2.91,6.787
19133,0.3,Ideal,G,VS2,60.8,57.0,4.38,4.33,2.65,6.446
19134,0.32,Very Good,H,VVS2,62.4,56.0,4.35,4.37,2.72,6.39
19135,1.51,Ideal,H,VS1,60.8,57.0,7.43,7.46,4.53,9.381
19136,0.25,Ideal,G,SI1,62.3,53.0,4.06,4.09,2.54,5.894
19137,0.36,Premium,D,SI1,60.1,57.0,4.66,4.62,2.79,6.746
19138,0.7,Premium,H,SI1,62.0,61.0,6.65,5.69,3.46,7.685
19139,0.79,Ideal,I,VS1,62.2,57.0,5.89,5.94,3.68,7.992
19140,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,8.875
19141,1.51,Ideal,H,SI2,62.3,58.0,7.27,7.33,4.55,8.986
19142,1.01,Premium,F,SI2,59.6,59.0,6.59,6.52,3.91,8.37
19143,0.32,Premium,G,VS2,62.3,60.0,4.4,4.37,2.73,6.579
19144,0.72,Very Good,D,SI2,62.3,59.0,5.67,5.73,3.55,7.868
19145,1.01,Premium,G,SI2,60.4,59.0,6.57,6.52,3.95,8.373
19146,0.4,Good,G,SI2,63.4,59.0,4.64,4.66,2.95,6.39
19147,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,6.69
19148,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,7.581
19149,1.2,Ideal,D,SI2,61.0,60.0,6.81,6.84,4.16,8.8
19150,1.12,Ideal,H,SI1,61.6,56.0,6.64,6.68,4.11,8.848
19151,0.33,Ideal,H,VVS2,61.6,55.0,4.48,4.51,2.77,6.45
19152,0.31,Very Good,E,SI1,63.3,55.0,4.36,4.33,2.75,6.548
19153,0.62,Ideal,I,VVS2,62.6,57.0,5.47,5.5,3.44,7.387
19154,0.5,Very Good,G,VVS2,61.3,57.0,5.12,5.15,3.15,7.455
19155,0.59,Very Good,D,SI1,62.8,57.0,5.32,5.38,3.36,7.463
19156,1.44,Very Good,E,I1,61.1,62.0,7.15,7.23,4.39,8.531
19157,0.34,Ideal,E,SI1,61.0,57.0,4.51,4.48,2.74,6.64
19158,0.65,Ideal,E,SI1,61.8,55.0,5.57,5.6,3.45,7.529
19159,1.31,Ideal,H,VS2,61.8,57.0,7.02,7.06,4.35,9.019
19160,0.27,Very Good,F,IF,60.4,58.0,4.18,4.2,2.53,6.328
19161,0.53,Ideal,F,VS1,62.3,55.0,5.22,5.18,3.24,7.554
19162,0.34,Ideal,G,VVS1,60.4,56.0,4.52,4.55,2.74,6.701
19163,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,9.323
19164,0.75,Ideal,E,SI1,62.0,57.0,5.8,5.78,3.59,7.945
19165,0.8,Good,E,VS1,60.2,54.0,6.04,6.01,3.63,8.399
19166,0.7,Good,H,VVS2,63.8,57.0,5.61,5.51,3.55,7.885
19167,0.32,Ideal,H,VS2,62.5,55.0,4.38,4.42,2.75,6.225
19168,0.31,Ideal,G,IF,61.0,56.0,4.38,4.37,2.67,6.896
19169,0.72,Ideal,D,VS2,62.8,57.0,5.68,5.73,3.58,8.064
19170,0.3,Good,F,SI1,63.6,55.0,4.33,4.28,2.74,6.463
19171,1.5,Ideal,F,SI1,62.0,53.0,7.32,7.29,4.53,9.342
19172,0.71,Very Good,G,SI2,63.4,56.0,5.68,5.62,3.58,7.643
19173,1.01,Ideal,J,SI2,61.9,55.0,6.5,6.43,4.01,8.337
19174,0.32,Very Good,G,VS1,62.4,58.0,4.35,4.4,2.73,6.469
19175,0.71,Very Good,E,VVS1,63.0,57.0,5.66,5.7,3.58,8.245
19176,0.52,Premium,E,VVS2,60.1,59.0,5.27,5.22,3.15,7.811
19177,0.47,Very Good,G,VS1,60.5,59.4,5.03,5.08,3.06,7.093
19178,1.01,Premium,I,SI2,60.5,60.0,6.52,6.5,3.94,8.312
19179,1.01,Ideal,H,VS2,62.3,57.0,6.35,6.4,3.97,8.481
19180,0.9,Very Good,F,SI1,61.3,58.0,6.08,6.13,3.74,8.237
19181,1.04,Premium,G,SI1,60.9,59.0,6.57,6.53,3.99,8.521
19182,1.02,Ideal,G,VVS2,62.1,54.0,6.54,6.51,4.05,9.088
19183,0.34,Ideal,E,VVS2,62.3,55.0,4.49,4.53,2.81,6.717
19184,1.04,Ideal,F,SI1,61.3,55.0,6.51,6.53,4.0,8.579
19185,1.26,Very Good,G,VS2,63.3,57.0,6.88,6.93,4.37,8.992
19186,0.3,Very Good,F,VVS2,64.2,56.0,4.22,4.26,2.72,6.418
19187,1.02,Premium,F,VS2,62.4,59.0,6.45,6.4,4.01,8.821
19188,0.33,Premium,I,VS2,62.6,58.0,4.42,4.34,2.74,6.387
19189,1.16,Ideal,G,SI2,61.3,55.0,6.79,6.84,4.18,8.395
19190,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,8.086
19191,1.04,Very Good,F,SI2,62.4,54.0,6.46,6.53,4.05,8.381
19192,0.47,Very Good,E,VS2,62.6,57.0,4.92,4.95,3.09,7.185
19193,0.51,Premium,D,SI1,63.0,59.0,5.11,5.05,3.2,7.361
19194,0.65,Very Good,D,VS1,60.8,57.2,5.55,5.63,3.4,7.92
19195,0.94,Very Good,E,SI2,62.0,60.0,6.19,6.22,3.85,8.285
19196,0.31,Premium,F,VS2,59.7,60.0,4.39,4.42,2.63,6.438
19197,1.2,Ideal,G,VS2,59.9,61.0,6.85,6.88,4.11,9.027
19198,0.72,Very Good,F,VS1,63.3,58.0,5.66,5.71,3.6,8.077
19199,0.9,Fair,D,SI2,64.7,54.0,6.1,6.04,3.93,8.072
19200,2.0,Ideal,J,VS2,61.0,57.0,8.08,8.13,4.94,9.57
19201,0.42,Premium,E,SI1,60.0,58.0,4.89,4.85,2.92,6.831
19202,1.35,Ideal,H,SI1,62.8,57.0,6.98,7.09,4.42,8.938
19203,1.01,Ideal,H,SI2,61.7,56.0,6.47,6.43,3.98,8.326
19204,2.01,Premium,E,SI2,58.7,54.0,8.27,8.2,4.83,9.684
19205,1.55,Ideal,J,VS2,61.7,55.0,7.38,7.43,4.58,8.998
19206,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,6.54
19207,0.72,Ideal,F,VS2,62.0,57.0,5.77,5.72,3.56,7.866
19208,1.15,Good,J,SI2,63.8,60.0,6.63,6.56,4.21,8.225
19209,0.51,Ideal,F,VS1,60.9,56.0,5.17,5.2,3.16,7.643
19210,1.0,Premium,H,VS1,62.4,58.0,6.43,6.4,4.0,8.507
19211,1.08,Ideal,D,VS2,61.9,58.0,6.54,6.57,4.06,9.046
19212,0.37,Ideal,G,VS1,60.9,57.0,4.65,4.68,2.84,6.682
19213,0.3,Ideal,D,VS2,61.4,55.0,4.32,4.34,2.66,6.565
19214,0.9,Premium,D,SI1,62.8,59.0,6.1,6.06,3.82,8.293
19215,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,9.762
19216,1.5,Premium,J,VVS1,62.3,62.0,7.23,7.16,4.48,9.056
19217,0.32,Premium,F,VS2,61.2,59.0,4.42,4.4,2.7,6.719
19218,0.9,Ideal,I,SI1,62.3,56.0,6.18,6.12,3.83,8.087
19219,1.61,Very Good,H,VS2,59.4,58.0,7.64,7.74,4.57,9.361
19220,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,6.742
19221,0.42,Premium,G,SI1,62.7,58.0,4.75,4.79,2.99,6.532
19222,1.01,Ideal,E,VS2,61.5,57.0,6.44,6.48,3.97,8.894
19223,1.35,Ideal,J,VS2,61.4,57.0,7.1,7.13,4.37,8.676
19224,2.07,Ideal,I,SI1,61.2,57.0,8.12,8.23,5.0,9.606
19225,1.38,Fair,G,SI2,61.2,59.0,7.19,7.13,4.38,8.462
19226,0.32,Premium,D,VS2,61.7,58.0,4.34,4.38,2.69,6.631
19227,0.6,Ideal,G,VVS2,61.3,56.0,5.43,5.46,3.34,7.811
19228,0.5,Ideal,D,SI2,62.3,54.0,5.11,5.06,3.17,7.131
19229,0.81,Very Good,E,SI1,61.9,60.0,5.87,5.95,3.66,8.201
19230,1.15,Ideal,G,VVS2,61.8,56.0,6.72,6.75,4.16,9.155
19231,2.26,Very Good,H,SI2,63.2,58.0,8.38,8.26,5.26,9.48
19232,1.28,Good,J,VS1,59.1,62.0,7.06,7.16,4.2,8.659
19233,0.63,Premium,E,VS2,62.4,59.0,5.5,5.46,3.42,7.76
19234,1.52,Premium,G,VS1,61.4,58.0,7.38,7.35,4.52,9.475
19235,0.73,Ideal,E,SI2,61.5,55.0,5.82,5.86,3.59,7.971
19236,2.02,Premium,I,SI2,61.7,58.0,8.07,8.0,4.96,9.572
19237,2.02,Ideal,I,SI1,62.3,57.0,8.07,8.11,5.04,9.667
19238,2.1,Ideal,H,SI1,61.7,53.0,8.3,8.19,5.09,9.618
19239,0.43,Premium,F,VVS2,61.6,60.0,4.86,4.82,2.98,7.131
19240,0.52,Ideal,D,VS2,62.2,56.0,5.16,5.13,3.2,7.56
19241,0.54,Ideal,F,SI2,62.2,56.0,5.21,5.24,3.25,6.971
19242,0.5,Very Good,D,VS2,62.9,61.0,4.96,5.03,3.14,7.469
19243,0.53,Ideal,E,VVS2,60.5,57.0,5.24,5.28,3.18,7.806
19244,0.3,Ideal,I,SI2,61.0,59.0,4.3,4.33,2.63,6.004
19245,0.52,Premium,F,SI1,61.5,60.0,5.16,5.15,3.17,7.155
19246,1.14,Premium,F,SI1,61.1,59.0,6.7,6.75,4.11,8.687
19247,0.48,Very Good,E,VVS1,60.6,56.0,5.13,5.06,3.09,7.73
19248,0.41,Premium,F,SI1,61.8,58.0,4.76,4.75,2.94,6.876
19249,0.53,Very Good,D,VVS2,60.5,57.0,5.23,5.31,3.19,7.841
19250,0.82,Premium,I,SI1,62.6,57.0,5.98,5.94,3.73,7.785
19251,0.36,Premium,I,VS1,60.9,61.0,4.61,4.58,2.8,6.592
19252,0.54,Very Good,F,VS1,59.9,57.0,5.35,5.3,3.19,7.483
19253,0.46,Fair,H,VS2,65.6,58.0,4.8,4.84,3.16,6.721
19254,1.23,Ideal,F,VS1,62.5,54.0,6.85,6.82,4.27,9.194
19255,0.72,Good,H,SI2,64.1,58.0,5.65,5.68,3.63,7.423
19256,1.01,Premium,I,SI1,61.8,58.0,6.45,6.37,3.96,8.312
19257,0.34,Good,G,VVS2,58.0,61.0,4.56,4.58,2.65,6.717
19258,1.5,Very Good,F,SI1,62.6,60.0,7.18,7.27,4.52,9.284
19259,1.1,Premium,F,SI1,59.5,59.0,6.77,6.7,4.01,8.669
19260,0.33,Ideal,E,VVS1,61.9,54.0,4.43,4.45,2.75,6.821
19261,0.9,Very Good,H,VS1,63.0,55.0,6.18,6.13,3.88,8.505
19262,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,8.343
19263,0.61,Ideal,E,VVS1,62.2,56.0,5.43,5.47,3.39,8.034
19264,0.31,Ideal,G,VS2,62.3,56.0,4.34,4.29,2.69,6.548
19265,0.7,Very Good,I,SI1,63.8,59.0,5.56,5.6,3.56,7.544
19266,0.38,Ideal,E,VS1,62.1,56.0,4.62,4.65,2.88,6.908
19267,2.03,Very Good,I,SI1,62.3,60.0,8.01,8.07,5.01,9.705
19268,1.23,Ideal,F,VS2,61.7,57.0,6.94,6.9,4.27,9.164
19269,1.09,Ideal,G,VVS2,62.5,56.0,6.54,6.58,4.1,9.022
19270,0.32,Very Good,J,VS2,60.0,61.0,4.45,4.49,2.68,5.974
19271,0.9,Very Good,E,VS2,62.2,59.0,6.13,6.18,3.83,8.429
19272,1.52,Ideal,I,VVS1,61.9,56.0,7.37,7.34,4.55,9.321
19273,0.37,Premium,G,VS2,61.2,57.0,4.63,4.59,2.82,6.725
19274,0.59,Good,J,IF,63.7,59.0,5.3,5.28,3.37,7.627
19275,1.12,Ideal,G,VVS2,62.5,56.0,6.59,6.66,4.14,9.059
19276,0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68,6.273
19277,1.53,Premium,I,SI1,62.9,59.0,7.36,7.32,4.62,9.095
19278,0.53,Ideal,D,VS2,61.0,56.0,5.29,5.26,3.22,7.486
19279,0.3,Premium,G,IF,60.2,58.0,4.39,4.35,2.63,6.863
19280,2.22,Very Good,I,SI1,62.4,55.0,8.29,8.35,5.19,9.75
19281,0.31,Very Good,H,SI1,58.7,60.0,4.43,4.47,2.61,6.075
19282,0.7,Premium,I,VVS1,62.9,58.0,5.67,5.65,3.56,7.838
19283,0.51,Ideal,E,VVS1,61.9,54.0,5.11,5.17,3.18,7.908
19284,0.72,Ideal,F,VS2,61.8,59.0,5.71,5.74,3.54,7.983
19285,0.42,Ideal,H,VS1,61.4,56.0,4.82,4.85,2.97,6.742
19286,1.7,Very Good,G,VS2,61.9,55.0,7.64,7.68,4.74,9.804
19287,0.7,Very Good,F,VVS1,63.3,56.0,5.7,5.64,3.59,8.087
19288,1.08,Premium,F,VS2,62.1,59.0,6.54,6.59,4.08,8.923
19289,0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,7.236
19290,1.51,Premium,J,VVS2,62.5,59.0,7.29,7.34,4.57,9.079
19291,0.38,Ideal,H,VVS1,60.7,55.0,4.71,4.74,2.87,7.106
19292,0.41,Ideal,F,VS1,61.9,55.0,4.76,4.8,2.96,6.915
19293,0.92,Good,G,VVS2,58.8,57.0,6.32,6.37,3.73,8.592
19294,0.5,Good,E,SI1,63.8,55.0,5.09,5.04,3.23,7.255
19295,0.4,Very Good,E,SI1,62.9,58.0,4.71,4.74,2.97,6.561
19296,1.01,Premium,F,VS2,59.2,61.0,6.59,6.55,3.89,8.839
19297,0.34,Ideal,E,VS2,62.2,57.0,4.46,4.42,2.76,6.72
19298,0.35,Ideal,E,SI1,62.3,56.0,4.56,4.53,2.83,6.669
19299,1.01,Very Good,F,SI2,62.2,58.0,6.33,6.38,3.95,8.374
19300,0.91,Good,D,SI2,63.8,58.0,6.04,6.09,3.87,8.255
19301,1.7,Premium,G,VS2,62.6,61.0,7.64,7.54,4.75,9.653
19302,0.58,Ideal,G,SI2,61.5,55.0,5.38,5.42,3.32,7.151
19303,0.51,Very Good,E,VS1,61.1,59.0,5.14,5.2,3.16,7.517
19304,0.5,Very Good,D,VS2,61.1,58.0,5.09,5.18,3.14,7.356
19305,0.52,Good,F,SI1,63.8,56.0,5.12,5.07,3.25,7.199
19306,0.7,Ideal,D,SI1,62.5,56.0,5.67,5.73,3.56,7.868
19307,0.9,Ideal,E,VS1,61.3,57.0,6.2,6.24,3.81,8.582
19308,0.3,Very Good,H,VS1,60.4,61.0,4.27,4.31,2.59,6.265
19309,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,8.508
19310,1.0,Good,E,SI2,63.7,61.0,6.32,6.27,4.01,8.266
19311,0.73,Premium,F,VS1,61.9,56.0,5.81,5.76,3.58,7.993
19312,1.12,Ideal,F,VS2,60.9,55.0,6.73,6.67,4.08,8.833
19313,1.53,Ideal,G,SI1,61.3,57.0,7.42,7.32,4.52,9.051
19314,0.23,Good,E,VVS1,64.4,57.0,3.87,3.9,2.5,6.157
19315,1.02,Fair,I,SI1,53.0,63.0,6.84,6.77,3.66,7.957
19316,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,6.875
19317,1.21,Ideal,J,VS2,62.5,57.0,6.79,6.74,4.23,8.649
19318,0.72,Ideal,H,SI1,62.3,54.0,5.78,5.75,3.59,7.764
19319,0.7,Very Good,D,VS1,62.8,58.0,5.65,5.68,3.56,8.124
19320,0.72,Ideal,F,SI1,61.5,58.0,5.72,5.76,3.53,7.879
19321,0.32,Ideal,I,VS1,61.4,55.3,4.39,4.42,2.7,6.271
19322,0.34,Ideal,D,SI1,61.5,53.0,4.53,4.51,2.78,6.688
19323,0.38,Very Good,F,VS2,59.7,57.0,4.73,4.79,2.84,6.623
19324,1.08,Ideal,G,IF,62.3,56.0,6.55,6.59,4.09,9.193
19325,1.49,Very Good,F,I1,62.6,53.6,7.28,7.31,4.57,8.71
19326,1.0,Ideal,E,VS2,62.0,56.0,6.46,6.41,3.99,8.835
19327,0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,6.299
19328,0.92,Premium,D,SI2,59.4,59.0,6.39,6.28,3.76,8.263
19329,0.41,Ideal,H,VS1,61.8,56.0,4.81,4.77,2.96,6.967
19330,0.41,Very Good,D,VVS1,62.7,56.0,4.74,4.77,2.98,7.207
19331,0.29,Very Good,G,VVS2,61.6,56.0,4.24,4.28,2.63,6.293
19332,2.01,Good,I,SI1,58.8,60.0,8.27,8.19,4.84,9.725
19333,0.4,Ideal,J,VS1,62.1,53.0,4.75,4.78,2.96,6.45
19334,0.83,Ideal,H,SI1,62.4,57.0,6.03,5.98,3.75,7.908
19335,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,8.37
19336,0.41,Ideal,E,SI1,62.9,57.0,4.78,4.73,2.99,6.876
19337,0.41,Premium,E,SI2,62.9,58.0,4.75,4.72,2.98,6.775
19338,0.35,Premium,F,VS2,62.1,60.0,4.45,4.51,2.78,6.56
19339,1.33,Very Good,G,SI2,62.0,59.0,7.1,7.04,4.38,8.795
19340,2.55,Good,H,SI2,63.7,59.0,8.66,8.57,5.49,9.601
19341,0.34,Ideal,E,SI1,61.2,57.0,4.48,4.51,2.75,6.457
19342,1.07,Ideal,E,SI2,62.4,57.0,6.55,6.52,4.08,8.455
19343,0.76,Ideal,F,SI1,62.6,56.0,5.82,5.88,3.66,7.908
19344,1.11,Ideal,G,IF,61.9,55.0,6.64,6.68,4.12,9.203
19345,0.32,Good,H,SI2,63.2,55.0,4.34,4.36,2.75,5.974
19346,0.32,Ideal,F,IF,62.2,54.0,4.4,4.44,2.75,6.849
19347,0.3,Ideal,E,VS1,61.8,56.0,4.32,4.35,2.68,6.507
19348,0.4,Ideal,G,VS2,62.5,54.0,4.72,4.75,2.96,6.675
19349,0.3,Ideal,E,VVS2,61.9,59.0,4.27,4.3,2.65,6.641
19350,0.3,Ideal,H,VVS1,61.9,57.0,4.29,4.31,2.66,6.5
19351,1.13,Very Good,F,SI1,61.2,59.0,6.72,6.75,4.12,8.521
19352,0.32,Ideal,D,SI1,60.8,57.0,4.44,4.41,2.69,6.628
19353,0.51,Ideal,G,SI1,61.3,55.0,5.18,5.22,3.19,7.192
19354,1.2,Very Good,J,SI1,61.8,57.7,6.78,6.91,4.23,8.534
19355,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,8.63
19356,0.32,Ideal,I,VS2,62.0,53.0,4.42,4.45,2.75,6.144
19357,0.4,Very Good,G,VS2,62.8,61.0,4.63,4.67,2.92,6.693
19358,0.35,Ideal,G,VVS2,61.8,55.0,4.54,4.56,2.81,6.628
19359,0.3,Ideal,D,VVS1,61.1,57.0,4.36,4.34,2.66,6.974
19360,1.03,Ideal,I,VS1,61.3,53.0,6.54,6.57,4.01,8.553
19361,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,8.363
19362,0.33,Ideal,I,VS2,61.5,57.0,4.42,4.49,2.74,6.138
19363,0.32,Ideal,I,SI2,61.0,56.0,4.43,4.45,2.71,5.969
19364,1.55,Very Good,E,SI1,62.4,58.0,7.36,7.42,4.61,9.292
19365,0.32,Premium,F,SI1,62.7,57.0,4.4,4.37,2.75,6.528
19366,0.31,Premium,J,SI1,59.4,62.0,4.43,4.39,2.62,6.116
19367,1.01,Very Good,F,IF,59.6,62.0,6.47,6.56,3.88,9.207
19368,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,6.399
19369,0.38,Ideal,E,SI1,62.1,55.0,4.64,4.67,2.89,6.492
19370,0.51,Ideal,G,VS2,62.9,54.0,5.12,5.08,3.21,7.343
19371,0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,6.671
19372,1.01,Premium,G,SI1,59.2,59.0,6.52,6.58,3.88,8.357
19373,1.01,Ideal,G,SI1,61.6,57.0,6.4,6.32,3.92,8.57
19374,0.46,Ideal,J,VVS1,61.8,56.0,4.97,4.93,3.06,6.926
19375,2.24,Premium,I,SI2,62.5,59.0,8.36,8.28,5.2,9.686
19376,0.57,Premium,F,SI1,61.1,60.0,5.44,5.33,3.24,7.136
19377,0.31,Premium,D,VS2,60.7,59.0,4.35,4.38,2.65,6.599
19378,1.04,Premium,G,VS2,62.3,54.0,6.55,6.49,4.06,8.733
19379,1.27,Ideal,H,VS2,60.3,56.0,7.08,7.02,4.25,8.884
19380,0.74,Ideal,G,VVS1,62.1,54.0,5.8,5.83,3.61,8.171
19381,0.34,Premium,I,SI1,60.2,59.0,4.52,4.55,2.73,6.103
19382,0.56,Ideal,I,VVS1,62.0,57.0,5.29,5.33,3.29,7.365
19383,0.9,Good,E,VVS1,63.4,60.0,6.06,6.11,3.86,8.884
19384,0.72,Very Good,G,SI1,62.5,60.0,5.69,5.73,3.57,7.819
19385,0.33,Premium,G,VS2,61.3,61.0,4.47,4.43,2.73,6.541
19386,0.42,Ideal,H,SI2,61.4,56.0,4.81,4.86,2.97,6.438
19387,0.5,Premium,E,SI2,59.4,60.0,5.21,5.16,3.08,7.074
19388,0.7,Ideal,E,VS2,60.8,56.0,5.74,5.78,3.5,8.162
19389,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,8.359
19390,1.03,Good,E,SI2,63.8,62.0,6.3,6.37,4.04,8.355
19391,0.7,Premium,F,I1,63.0,61.0,5.69,5.55,3.54,6.947
19392,0.57,Ideal,E,VS2,62.9,57.0,5.29,5.26,3.32,7.575
19393,2.01,Premium,J,SI1,59.8,57.0,8.17,8.13,4.87,9.251
19394,1.28,Ideal,F,VVS2,62.2,56.0,6.95,6.91,4.32,9.46
19395,0.9,Very Good,H,VS2,63.6,58.0,6.1,6.14,3.89,8.357
19396,0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,7.897
19397,1.01,Fair,J,VS2,65.8,55.0,6.29,6.24,4.12,8.068
19398,0.36,Ideal,E,VS2,61.1,56.0,4.63,4.6,2.82,6.921
19399,0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9,6.891
19400,0.91,Very Good,E,VS2,59.4,59.0,6.3,6.36,3.76,8.475
19401,1.5,Premium,F,VS2,60.8,58.0,7.44,7.29,4.48,9.573
